First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Mark,Rogers,Buy,47,UTEP Wind Symphony 3,6,Silver
Amber,Sellers,Buy,32,UTEP Basketball 19,3,General Admission
Derrick,Grant,Buy,62,The Weeknd Live,2,Bronze
Tammy,Martinez,Buy,69,UTEP Commencement 2,5,Gold
Joseph,Hanna,Buy,12,UTEP Football 12,5,Silver
Amy,Morse,Buy,45,UTEP Wind Symphony 1,6,VIP
Amanda,Vang,Buy,68,UTEP Commencement 1,5,Gold
Tanya,Johnson,Buy,29,UTEP Basketball 16,6,Silver
Melissa,Mccormick,Buy,51,UTEP Wind Symphony 7,4,Gold
Matthew,Perez,Buy,11,UTEP Football 11,6,General Admission
Kenneth,Boyd,Buy,22,UTEP Basketball 9,5,General Admission
Heather,Robbins,Buy,36,UTEP Basketball 23,5,Gold
Maria,Kelly,Buy,3,UTEP Football 3,3,General Admission
Craig,Espinoza,Buy,62,The Weeknd Live,4,Gold
Benjamin,Johnson,Buy,22,UTEP Basketball 9,4,General Admission
Joseph,Brooks,Buy,1,UTEP Football 1,5,Bronze
Emily,Chang,Buy,67,Warped Tour Day 3,2,Gold
Donna,Allen,Buy,62,The Weeknd Live,2,Silver
Deborah,Hunt,Buy,23,UTEP Basketball 10,3,Bronze
Norman,Freeman,Buy,23,UTEP Basketball 10,4,General Admission
Andrew,Parks,Buy,43,UTEP Basketball 30,6,Gold
Keith,Christensen,Buy,2,UTEP Football 2,6,VIP
Donald,Haynes,Buy,8,UTEP Football 8,5,Gold
Diana,Rivera,Buy,58,Bad Bunny Live,3,VIP
Nicole,Harvey,Buy,25,UTEP Basketball 12,3,VIP
Simba,Disney,Buy,31,UTEP Basketball 18,2,Bronze
Chris,King,Buy,10,UTEP Football 10,4,Gold
Linda,Bennett,Buy,32,UTEP Basketball 19,2,Gold
Jonathan,Avalos,Buy,23,UTEP Basketball 10,5,Bronze
Denise,Morales,Buy,65,Warped Tour Day 1,2,Silver
Ashley,Frye,Buy,54,UTEP Wind Symphony 10,5,Bronze
Robert,Wu,Buy,53,UTEP Wind Symphony 9,6,Gold
David,Gross,Buy,22,UTEP Basketball 9,3,Bronze
Kimberly,Johnson,Buy,53,UTEP Wind Symphony 9,2,Gold
Christopher,Wright,Buy,71,UTEP Commencement 3,4,VIP
Michael,Sanchez,Buy,14,UTEP Basketball 1,5,General Admission
Anna,Gutierrez,Buy,25,UTEP Basketball 12,3,Silver
Michael,White,Buy,19,UTEP Basketball 6,4,Silver
Catherine,Mann,Buy,42,UTEP Basketball 29,4,Gold
Victoria,Ellis,Buy,49,UTEP Wind Symphony 5,4,Silver
Robert,Park,Buy,68,UTEP Commencement 1,4,VIP
Paul,Herman,Buy,12,UTEP Football 12,3,VIP
Sherri,Velasquez,Buy,4,UTEP Football 4,6,Silver
Loretta,Phillips,Buy,55,UTEP Wind Symphony 11,4,VIP
Jeffrey,Weiss,Buy,39,UTEP Basketball 26,3,Silver
John,Davis,Buy,34,UTEP Basketball 21,5,Silver
Natalie,Richardson,Buy,61,Justin Bieber Live,2,General Admission
Michael,Johnson,Buy,53,UTEP Wind Symphony 9,4,Gold
Kylie,King,Buy,12,UTEP Football 12,4,Silver
Rosa,Gonzalez,Buy,50,UTEP Wind Symphony 6,6,Gold
Robert,Leblanc,Buy,31,UTEP Basketball 18,5,Gold
Gary,Park,Buy,38,UTEP Basketball 25,3,Gold
Corey,Wilson,Buy,46,UTEP Wind Symphony 2,2,Bronze
Danielle,Chavez,Buy,19,UTEP Basketball 6,5,Silver
Debra,Raymond,Buy,67,Warped Tour Day 3,5,Gold
Chris,Jones,Buy,18,UTEP Basketball 5,6,Gold
Mark,Thompson,Buy,47,UTEP Wind Symphony 3,2,Bronze
David,Davila,Buy,16,UTEP Basketball 3,5,VIP
Shannon,White,Buy,63,Lady Gaga Live,5,VIP
Mulan,Disney,Buy,23,UTEP Basketball 10,6,Gold
Steven,Cabrera,Buy,59,Eminem Live,4,General Admission
Susan,Alvarez,Buy,43,UTEP Basketball 30,5,General Admission
Jeffrey,Sloan,Buy,50,UTEP Wind Symphony 6,3,Bronze
Steven,Miller,Buy,22,UTEP Basketball 9,4,Bronze
Thomas,Elliott,Buy,4,UTEP Football 4,5,General Admission
Lindsay,Webster,Buy,42,UTEP Basketball 29,2,Gold
Becky,Gray,Buy,21,UTEP Basketball 8,2,Silver
Terri,Strickland,Buy,14,UTEP Basketball 1,4,VIP
Sean,Roberts,Buy,71,UTEP Commencement 3,3,Gold
Jake,Mitchell,Buy,30,UTEP Basketball 17,2,VIP
Marissa,Henry,Buy,33,UTEP Basketball 20,2,General Admission
Carlos,Irwin,Buy,27,UTEP Basketball 14,2,Gold
Crystal,Hayes,Buy,11,UTEP Football 11,6,Gold
Hunter,Moore,Buy,35,UTEP Basketball 22,2,Gold
Mary,Gonzalez,Buy,27,UTEP Basketball 14,3,General Admission
Bryan,Massey,Buy,56,UTEP Wind Symphony 12,2,Bronze
Julian,Gutierrez,Buy,6,UTEP Football 6,6,Gold
Francisco,Rodriguez,Buy,42,UTEP Basketball 29,2,VIP
Jessica,Martin,Buy,52,UTEP Wind Symphony 8,5,Silver
Gabriel,Hansen,Buy,14,UTEP Basketball 1,4,Bronze
Bradley,Rodriguez,Buy,48,UTEP Wind Symphony 4,4,Gold
Stephanie,Mcdonald,Buy,19,UTEP Basketball 6,2,General Admission
Michael,White,Buy,47,UTEP Wind Symphony 3,3,Gold
Tracy,Fitzgerald,Buy,67,Warped Tour Day 3,5,Silver
Jill,Henderson,Buy,69,UTEP Commencement 2,5,Gold
Mindy,Ross,Buy,65,Warped Tour Day 1,2,Bronze
Joe,Cochran,Buy,3,UTEP Football 3,4,Silver
Nicole,Hart,Buy,44,UTEP Basketball 31,4,VIP
Joseph,Davis,Buy,53,UTEP Wind Symphony 9,2,VIP
Christopher,Raymond,Buy,58,Bad Bunny Live,2,Silver
Daniel,Romero,Buy,30,UTEP Basketball 17,2,Silver
David,Mills,Buy,52,UTEP Wind Symphony 8,6,Gold
Brittany,Richard,Buy,26,UTEP Basketball 13,5,Bronze
Christina,Jones,Buy,51,UTEP Wind Symphony 7,4,Gold
Alyssa,Poole,Buy,26,UTEP Basketball 13,5,VIP
Stephanie,Kirby,Buy,29,UTEP Basketball 16,6,Bronze
Trevor,Young,Buy,22,UTEP Basketball 9,6,Gold
Dannell,MunozSilva,Buy,67,Warped Tour Day 3,4,Gold
Mark,Washington,Buy,54,UTEP Wind Symphony 10,4,Silver
Isabella,Gaytan,Buy,21,UTEP Basketball 8,5,VIP
Kimberly,Miller,Buy,44,UTEP Basketball 31,4,Silver
Ashley,Jones,Buy,71,UTEP Commencement 3,6,VIP
David,Soto,Buy,31,UTEP Basketball 18,6,VIP
Lauren,Coleman,Buy,41,UTEP Basketball 28,5,Gold
Lindsay,Webster,Buy,9,UTEP Football 9,4,Bronze
Lawrence,Henry,Buy,37,UTEP Basketball 24,2,Gold
Trevor,Young,Buy,41,UTEP Basketball 28,5,VIP
Perry,Hill,Buy,54,UTEP Wind Symphony 10,4,Silver
Bryant,Luna,Buy,71,UTEP Commencement 3,5,Silver
Victor,Ross,Buy,9,UTEP Football 9,2,VIP
Jerry,Curtis,Buy,2,UTEP Football 2,6,Bronze
Kenneth,Smith,Buy,12,UTEP Football 12,4,Silver
Elizabeth,Cordova,Buy,19,UTEP Basketball 6,3,Gold
Richard,Sullivan,Buy,2,UTEP Football 2,5,Bronze
Gregory,Maxwell,Buy,37,UTEP Basketball 24,5,VIP
Crystal,Young,Buy,53,UTEP Wind Symphony 9,4,Silver
Beth,Sharp,Buy,43,UTEP Basketball 30,5,Bronze
Lauren,Hall,Buy,37,UTEP Basketball 24,3,General Admission
Melissa,Mccormick,Buy,54,UTEP Wind Symphony 10,2,Bronze
Thomas,Sanders,Buy,2,UTEP Football 2,4,General Admission
Ray,Huynh,Buy,43,UTEP Basketball 30,2,Silver
Doris,Moore,Buy,12,UTEP Football 12,2,Gold
Bradley,Rodriguez,Buy,36,UTEP Basketball 23,5,VIP
Monica,Sullivan,Buy,53,UTEP Wind Symphony 9,2,Gold
Kristine,Smith,Buy,13,UTEP Football 13,3,Bronze
Michelle,Griffin,Buy,6,UTEP Football 6,3,Gold
Michelle,Oliver,Buy,13,UTEP Football 13,2,Bronze
Chris,Jones,Buy,1,UTEP Football 1,5,Silver
Krista,Lambert,Buy,63,Lady Gaga Live,5,Silver
James,King,Buy,65,Warped Tour Day 1,5,Silver
Timothy,Bernard,Buy,17,UTEP Basketball 4,6,Bronze
Darin,Porter,Buy,25,UTEP Basketball 12,4,General Admission
Jessica,Fernandez,Buy,41,UTEP Basketball 28,2,Bronze
Emily,Brady,Buy,35,UTEP Basketball 22,6,Bronze
Angela,Carney,Buy,49,UTEP Wind Symphony 5,2,General Admission
Julia,Jones,Buy,33,UTEP Basketball 20,6,Bronze
Melissa,Holt,Buy,69,UTEP Commencement 2,3,Bronze
Jack,Morgan,Buy,41,UTEP Basketball 28,4,General Admission
Rose,Burgess,Buy,31,UTEP Basketball 18,6,Gold
Nicole,Harvey,Buy,12,UTEP Football 12,6,Bronze
Robin,Watson,Buy,15,UTEP Basketball 2,2,Bronze
Jesus,TorresDominguez,Buy,65,Warped Tour Day 1,5,Silver
Lisa,Miller,Buy,15,UTEP Basketball 2,4,Silver
Emily,Cole,Buy,1,UTEP Football 1,6,Silver
Mark,Gonzalez,Buy,64,Justin Timberlake Live,4,VIP
Chelsea,Gallagher,Buy,53,UTEP Wind Symphony 9,6,Silver
Elizabeth,Castillo,Buy,62,The Weeknd Live,5,VIP
Lisa,Brown,Buy,62,The Weeknd Live,4,General Admission
Ray,Booth,Buy,19,UTEP Basketball 6,6,Gold
Nicole,Harvey,Buy,3,UTEP Football 3,2,VIP
Juan,Brock,Buy,13,UTEP Football 13,5,General Admission
Ariana,Lara,Buy,1,UTEP Football 1,4,VIP
Joel,Arellano,Buy,24,UTEP Basketball 11,5,Bronze
Hector,Whitney,Buy,18,UTEP Basketball 5,6,General Admission
Joshua,Banks,Buy,39,UTEP Basketball 26,6,Gold
George,Wood,Buy,24,UTEP Basketball 11,3,General Admission
Martha,Perry,Buy,36,UTEP Basketball 23,2,Silver
Ethan,Holmes,Buy,21,UTEP Basketball 8,4,General Admission
Bryan,Wise,Buy,57,Taylor Swift Live,2,Bronze
Kimberly,Harris,Buy,46,UTEP Wind Symphony 2,4,Bronze
Kim,Buckley,Buy,40,UTEP Basketball 27,3,Gold
Anthony,Hunter,Buy,67,Warped Tour Day 3,6,Silver
Carol,Elliott,Buy,40,UTEP Basketball 27,6,General Admission
Ali,Nouri,Buy,24,UTEP Basketball 11,6,Bronze
Olivia,Richardson,Buy,61,Justin Bieber Live,5,VIP
Emily,Chang,Buy,68,UTEP Commencement 1,6,Bronze
Matthew,Erickson,Buy,57,Taylor Swift Live,6,Gold
Robert,Park,Buy,12,UTEP Football 12,2,Gold
Norman,Freeman,Buy,26,UTEP Basketball 13,6,Bronze
Cesar,Jones,Buy,28,UTEP Basketball 15,2,Bronze
Dana,Jones,Buy,4,UTEP Football 4,4,Silver
Kimberly,Harris,Buy,2,UTEP Football 2,2,General Admission
Tyler,Evans,Buy,10,UTEP Football 10,3,General Admission
Michelle,Holland,Buy,8,UTEP Football 8,6,Bronze
Lisa,Stafford,Buy,62,The Weeknd Live,6,Gold
Christopher,Jones,Buy,27,UTEP Basketball 14,3,Silver
Keith,Ortiz,Buy,26,UTEP Basketball 13,3,Bronze
Krista,Lambert,Buy,23,UTEP Basketball 10,4,Gold
Chad,Clark,Buy,30,UTEP Basketball 17,2,VIP
Melanie,Kirk,Buy,3,UTEP Football 3,5,Gold
Daniel,Marin,Buy,36,UTEP Basketball 23,2,Gold
Julie,Shaw,Buy,1,UTEP Football 1,2,VIP
Patricia,Glenn,Buy,17,UTEP Basketball 4,4,General Admission
Mary,Cruz,Buy,17,UTEP Basketball 4,2,General Admission
Luis,Solomon,Buy,37,UTEP Basketball 24,3,Gold
Renee,Bradley,Buy,4,UTEP Football 4,2,Silver
Daniel,Hampton,Buy,59,Eminem Live,4,General Admission
Jennifer,Copeland,Buy,67,Warped Tour Day 3,6,Gold
Mindy,Ross,Buy,28,UTEP Basketball 15,2,Silver
Holly,Schneider,Buy,67,Warped Tour Day 3,6,General Admission
Shere,Khan,Buy,14,UTEP Basketball 1,6,Bronze
Colleen,Hall,Buy,33,UTEP Basketball 20,3,Gold
Louis,Boone,Buy,38,UTEP Basketball 25,4,VIP
Steven,Cabrera,Buy,9,UTEP Football 9,5,Bronze
Kayla,Morgan,Buy,51,UTEP Wind Symphony 7,4,Gold
Tammy,Martinez,Buy,69,UTEP Commencement 2,3,Gold
Jennifer,Evans,Buy,58,Bad Bunny Live,3,Bronze
Alicia,Moran,Buy,18,UTEP Basketball 5,3,Bronze
Jeffrey,Gonzalez,Buy,62,The Weeknd Live,6,VIP
Stephanie,Obrien,Buy,69,UTEP Commencement 2,2,Gold
Michael,Parrish,Buy,58,Bad Bunny Live,2,General Admission
Jamie,Brown,Buy,58,Bad Bunny Live,2,Gold
Thomas,Sanders,Buy,19,UTEP Basketball 6,4,VIP
Maria,Kelly,Buy,6,UTEP Football 6,2,VIP
Karen,Zhang,Buy,45,UTEP Wind Symphony 1,6,VIP
Danielle,Conrad,Buy,9,UTEP Football 9,2,General Admission
Tiffany,Davis,Buy,11,UTEP Football 11,6,General Admission
Bobby,Bennett,Buy,33,UTEP Basketball 20,3,General Admission
April,Turner,Buy,68,UTEP Commencement 1,4,Silver
Carol,Elliott,Buy,2,UTEP Football 2,5,VIP
Patrick,Larsen,Buy,8,UTEP Football 8,6,General Admission
Kathleen,Hines,Buy,2,UTEP Football 2,6,Silver
Justin,Martinez,Buy,65,Warped Tour Day 1,5,General Admission
Anthony,Kramer,Buy,27,UTEP Basketball 14,2,Bronze
Jason,Skinner,Buy,11,UTEP Football 11,2,VIP
Darren,Gibbs,Buy,58,Bad Bunny Live,5,Bronze
Gregory,Short,Buy,14,UTEP Basketball 1,3,Silver
Brittany,Andrews,Buy,36,UTEP Basketball 23,5,Silver
David,Mills,Buy,38,UTEP Basketball 25,2,Gold
Phillip,Brown,Buy,32,UTEP Basketball 19,3,General Admission
Thomas,Guinto,Buy,60,Ariana Grande Live,3,Silver
Nicholas,Copeland,Buy,31,UTEP Basketball 18,2,General Admission
Patrick,Henderson,Buy,47,UTEP Wind Symphony 3,6,Gold
Stacey,Paul,Buy,12,UTEP Football 12,6,General Admission
Angela,Walker,Buy,43,UTEP Basketball 30,5,VIP
Gloria,Page,Buy,53,UTEP Wind Symphony 9,6,Silver
Jessica,Fernandez,Buy,64,Justin Timberlake Live,2,Silver
Ariel,Disney,Buy,52,UTEP Wind Symphony 8,5,VIP
Ricky,Gardner,Buy,32,UTEP Basketball 19,4,Silver
Ali,Nouri,Buy,13,UTEP Football 13,5,General Admission
David,Soto,Buy,6,UTEP Football 6,2,Bronze
Daniel,Olson,Buy,14,UTEP Basketball 1,4,Gold
Cesar,Jones,Buy,54,UTEP Wind Symphony 10,6,Bronze
Lindsay,Webster,Buy,64,Justin Timberlake Live,6,Silver
Margaret,Smith,Buy,28,UTEP Basketball 15,6,General Admission
George,Wood,Buy,38,UTEP Basketball 25,6,General Admission
Mulan,Disney,Buy,19,UTEP Basketball 6,5,Gold
Megan,Smith,Buy,44,UTEP Basketball 31,6,Bronze
Tyrone,Alvarado,Buy,46,UTEP Wind Symphony 2,6,Gold
Crystal,Young,Buy,23,UTEP Basketball 10,3,VIP
Amy,Parsons,Buy,21,UTEP Basketball 8,2,Bronze
Kaylee,Patterson,Buy,2,UTEP Football 2,5,General Admission
Cesar,Jones,Buy,31,UTEP Basketball 18,3,VIP
Anthony,Hunter,Buy,39,UTEP Basketball 26,4,General Admission
Angel,Coronel,Buy,11,UTEP Football 11,6,Silver
Christopher,Contreras,Buy,68,UTEP Commencement 1,2,VIP
Wesley,Williamson,Buy,64,Justin Timberlake Live,3,VIP
Erin,Barton,Buy,2,UTEP Football 2,2,VIP
Ursela,Mermaid,Buy,57,Taylor Swift Live,4,Bronze
David,Clark,Buy,3,UTEP Football 3,5,General Admission
Deborah,Hunt,Buy,27,UTEP Basketball 14,3,VIP
Jonathan,Avalos,Buy,28,UTEP Basketball 15,5,Gold
Joshua,Hickman,Buy,56,UTEP Wind Symphony 12,3,Silver
James,Henderson,Buy,36,UTEP Basketball 23,3,Bronze
Sean,Medina,Buy,62,The Weeknd Live,4,Silver
Carmen,Hays,Buy,66,Warped Tour Day 2,6,Silver
Alejandra,Morris,Buy,20,UTEP Basketball 7,4,VIP
Aladdin,Disney,Buy,21,UTEP Basketball 8,2,Silver
Jerry,Gamble,Buy,26,UTEP Basketball 13,3,General Admission
Cruella,DeVil,Buy,53,UTEP Wind Symphony 9,3,VIP
Courtney,Tran,Buy,44,UTEP Basketball 31,2,Silver
Kimberly,Harris,Buy,18,UTEP Basketball 5,2,Gold
Jesse,Montgomery,Buy,20,UTEP Basketball 7,5,VIP
Tami,Weaver,Buy,11,UTEP Football 11,5,VIP
Micheal,Sanders,Buy,51,UTEP Wind Symphony 7,3,VIP
Norman,Freeman,Buy,48,UTEP Wind Symphony 4,6,Gold
Jessica,Anderson,Buy,5,UTEP Football 5,2,Silver
Ethan,Smith,Buy,46,UTEP Wind Symphony 2,3,VIP
Shannon,Holden,Buy,15,UTEP Basketball 2,3,Silver
Jenny,Henry,Buy,69,UTEP Commencement 2,6,General Admission
Pinocchio,Disney,Buy,43,UTEP Basketball 30,6,Gold
Amy,Rodriguez,Buy,24,UTEP Basketball 11,3,VIP
Michael,Martinez,Buy,26,UTEP Basketball 13,4,General Admission
Jennifer,Guzman,Buy,68,UTEP Commencement 1,5,VIP
Amy,Morse,Buy,58,Bad Bunny Live,4,VIP
Alexandra,Cook,Buy,40,UTEP Basketball 27,6,General Admission
Jesse,Montgomery,Buy,59,Eminem Live,6,Gold
Kelly,Yu,Buy,14,UTEP Basketball 1,4,General Admission
Becky,Simpson,Buy,9,UTEP Football 9,5,VIP
Alyssa,Kelly,Buy,63,Lady Gaga Live,4,Silver
Wesley,Williamson,Buy,21,UTEP Basketball 8,2,Bronze
Brenda,Douglas,Buy,57,Taylor Swift Live,6,Bronze
Darren,Gibbs,Buy,60,Ariana Grande Live,2,Silver
Robert,Kennedy,Buy,31,UTEP Basketball 18,6,VIP
Rhonda,Kane,Buy,34,UTEP Basketball 21,2,General Admission
Ryan,Bowman,Buy,33,UTEP Basketball 20,3,Gold
Margaret,Smith,Buy,49,UTEP Wind Symphony 5,5,Gold
Elizabeth,Reyes,Buy,67,Warped Tour Day 3,5,Silver
Daniel,Smith,Buy,41,UTEP Basketball 28,3,Gold
Vanessa,Watson,Buy,65,Warped Tour Day 1,5,Bronze
Christina,Dodson,Buy,25,UTEP Basketball 12,4,Silver
Ryan,Bowman,Buy,39,UTEP Basketball 26,3,Gold
Kaa,Disney,Buy,36,UTEP Basketball 23,5,Gold
Kevin,Gould,Buy,58,Bad Bunny Live,3,VIP
Austin,Griffin,Buy,65,Warped Tour Day 1,3,Bronze
Stephanie,Obrien,Buy,7,UTEP Football 7,3,General Admission
Michael,Robinson,Buy,15,UTEP Basketball 2,6,VIP
Louis,Boone,Buy,30,UTEP Basketball 17,3,VIP
David,Clark,Buy,11,UTEP Football 11,6,Silver
Norman,Freeman,Buy,63,Lady Gaga Live,3,Silver
Julia,Young,Buy,2,UTEP Football 2,4,Silver
Teresa,Jacobs,Buy,51,UTEP Wind Symphony 7,5,Bronze
Wendy,Phillips,Buy,39,UTEP Basketball 26,4,Bronze
Shirley,Foster,Buy,3,UTEP Football 3,5,Bronze
Joseph,Robinson,Buy,15,UTEP Basketball 2,6,Gold
Holly,Davidson,Buy,7,UTEP Football 7,6,Gold
Karl,Davis,Buy,42,UTEP Basketball 29,3,Silver
Kevin,Swanson,Buy,2,UTEP Football 2,4,Gold
Mercedes,Nichols,Buy,21,UTEP Basketball 8,2,Silver
Justin,Martinez,Buy,6,UTEP Football 6,6,Silver
Tami,Alexander,Buy,57,Taylor Swift Live,3,VIP
Michelle,Oliver,Buy,49,UTEP Wind Symphony 5,3,Silver
Peggy,Murphy,Buy,51,UTEP Wind Symphony 7,5,Gold
Joseph,Brooks,Buy,47,UTEP Wind Symphony 3,5,Silver
Heather,Robbins,Buy,44,UTEP Basketball 31,3,Bronze
Christina,Walker,Buy,71,UTEP Commencement 3,5,Bronze
Daniel,Marin,Buy,52,UTEP Wind Symphony 8,6,Silver
Carmen,Hays,Buy,65,Warped Tour Day 1,6,VIP
Emily,Jackson,Buy,52,UTEP Wind Symphony 8,2,VIP
Jose,Smith,Buy,26,UTEP Basketball 13,3,General Admission
Jonathan,Christian,Buy,41,UTEP Basketball 28,5,General Admission
George,Gilbert,Buy,9,UTEP Football 9,3,General Admission
Dale,Disney,Buy,67,Warped Tour Day 3,3,General Admission
Christina,Dodson,Buy,56,UTEP Wind Symphony 12,4,Gold
John,Jones,Buy,12,UTEP Football 12,3,General Admission
Alexandra,Robinson,Buy,24,UTEP Basketball 11,2,Silver
Joseph,Hanna,Buy,28,UTEP Basketball 15,3,Gold
Ethan,Holmes,Buy,27,UTEP Basketball 14,2,Gold
Todd,Brooks,Buy,7,UTEP Football 7,6,Silver
Dana,Jones,Buy,15,UTEP Basketball 2,6,VIP
Maria,Mitchell,Buy,51,UTEP Wind Symphony 7,5,Gold
Susan,Garcia,Buy,45,UTEP Wind Symphony 1,2,Gold
Anthony,Barber,Buy,28,UTEP Basketball 15,3,Bronze
Brandy,Wilkerson,Buy,32,UTEP Basketball 19,2,Silver
Hunter,Moore,Buy,47,UTEP Wind Symphony 3,3,Silver
Kimberly,Garcia,Buy,61,Justin Bieber Live,3,Gold
Richard,Paul,Buy,6,UTEP Football 6,2,Silver
David,Wright,Buy,64,Justin Timberlake Live,3,Bronze
Jessica,Smith,Buy,16,UTEP Basketball 3,4,VIP
Anthony,Carson,Buy,50,UTEP Wind Symphony 6,4,Gold
Michelle,Ray,Buy,53,UTEP Wind Symphony 9,6,Silver
Joe,Cochran,Buy,49,UTEP Wind Symphony 5,3,Gold
Isabella,Gaytan,Buy,32,UTEP Basketball 19,3,Gold
Jacob,Norton,Buy,56,UTEP Wind Symphony 12,5,VIP
Travis,Mcdonald,Buy,13,UTEP Football 13,4,Silver
Haley,Moss,Buy,30,UTEP Basketball 17,6,VIP
David,Mills,Buy,53,UTEP Wind Symphony 9,2,Bronze
Steven,Owens,Buy,41,UTEP Basketball 28,5,General Admission
Francisco,Moore,Buy,65,Warped Tour Day 1,4,VIP
Ethan,Holmes,Buy,3,UTEP Football 3,5,VIP
Jose,Evans,Buy,30,UTEP Basketball 17,2,Bronze
Crystal,Young,Buy,17,UTEP Basketball 4,4,VIP
Donald,Haynes,Buy,23,UTEP Basketball 10,2,Bronze
Luis,Johnson,Buy,50,UTEP Wind Symphony 6,3,Gold
Gabriel,MikiSilva,Buy,45,UTEP Wind Symphony 1,6,VIP
Aurora,Disney,Buy,46,UTEP Wind Symphony 2,4,Silver
Derek,Irwin,Buy,10,UTEP Football 10,4,VIP
Alison,Hicks,Buy,2,UTEP Football 2,2,Bronze
Jessica,Fernandez,Buy,38,UTEP Basketball 25,2,Silver
Lisa,Garrett,Buy,48,UTEP Wind Symphony 4,3,VIP
Tiffany,Davis,Buy,28,UTEP Basketball 15,2,General Admission
Lilo,Disney,Buy,67,Warped Tour Day 3,2,Silver
Amanda,Baker,Buy,43,UTEP Basketball 30,6,VIP
Charles,Chambers,Buy,59,Eminem Live,6,Silver
Olivia,Richardson,Buy,27,UTEP Basketball 14,3,Bronze
Jody,Sanchez,Buy,69,UTEP Commencement 2,2,VIP
Kevin,Scott,Buy,66,Warped Tour Day 2,2,Bronze
Mercedes,Nichols,Buy,9,UTEP Football 9,3,VIP
Monica,Sullivan,Buy,10,UTEP Football 10,6,General Admission
Justin,Hawkins,Buy,20,UTEP Basketball 7,2,General Admission
Kayla,Smith,Buy,29,UTEP Basketball 16,6,Silver
Jason,Lee,Buy,58,Bad Bunny Live,5,General Admission
Mickey,Mouse,Buy,14,UTEP Basketball 1,6,Silver
Christian,Smith,Buy,12,UTEP Football 12,3,General Admission
Michelle,Ramirez,Buy,21,UTEP Basketball 8,3,VIP
Kimberly,Harris,Buy,42,UTEP Basketball 29,4,Bronze
Joseph,Lewis,Buy,67,Warped Tour Day 3,4,Bronze
Tiffany,May,Buy,63,Lady Gaga Live,2,VIP
David,Cox,Buy,68,UTEP Commencement 1,5,Bronze
Danielle,Conrad,Buy,14,UTEP Basketball 1,4,General Admission
Brittany,Weaver,Buy,66,Warped Tour Day 2,6,VIP
David,Mills,Buy,61,Justin Bieber Live,5,VIP
Crystal,Young,Buy,45,UTEP Wind Symphony 1,4,Bronze
Scott,Dunn,Buy,6,UTEP Football 6,3,Bronze
Karla,Johnson,Buy,14,UTEP Basketball 1,3,Bronze
Gail,Parker,Buy,51,UTEP Wind Symphony 7,6,Gold
Philip,Holt,Buy,48,UTEP Wind Symphony 4,4,General Admission
Anna,Gutierrez,Buy,1,UTEP Football 1,5,General Admission
Jose,Evans,Buy,39,UTEP Basketball 26,5,Gold
Thomas,Stevenson,Buy,52,UTEP Wind Symphony 8,4,General Admission
Peter,Pan,Buy,33,UTEP Basketball 20,5,General Admission
Corey,Wilson,Buy,62,The Weeknd Live,4,Bronze
Ronald,Martinez,Buy,44,UTEP Basketball 31,5,VIP
Christopher,Jones,Buy,23,UTEP Basketball 10,6,VIP
Michelle,Griffin,Buy,12,UTEP Football 12,3,Silver
Pablo,Martinez,Buy,6,UTEP Football 6,4,Silver
Erica,Harrison,Buy,39,UTEP Basketball 26,3,VIP
William,Ortiz,Buy,27,UTEP Basketball 14,3,Bronze
Mario,Walker,Buy,8,UTEP Football 8,4,Gold
Ivan,AcedoAguilar,Buy,12,UTEP Football 12,2,Bronze
Andre,Ramos,Buy,9,UTEP Football 9,3,Bronze
Mary,Cruz,Buy,67,Warped Tour Day 3,3,Gold
Rodney,Mcneil,Buy,51,UTEP Wind Symphony 7,4,Gold
Robert,Lyons,Buy,21,UTEP Basketball 8,3,VIP
Barbara,Lane,Buy,40,UTEP Basketball 27,4,VIP
Angelica,Bruce,Buy,35,UTEP Basketball 22,5,General Admission
Kevin,Tran,Buy,2,UTEP Football 2,3,VIP
Emily,Brady,Buy,54,UTEP Wind Symphony 10,6,VIP
April,Lopez,Buy,45,UTEP Wind Symphony 1,4,General Admission
Renee,Bradley,Buy,57,Taylor Swift Live,4,Bronze
Tanya,Johnson,Buy,39,UTEP Basketball 26,5,General Admission
Heather,Cunningham,Buy,4,UTEP Football 4,5,Gold
Sharon,Gillespie,Buy,53,UTEP Wind Symphony 9,5,Bronze
Philip,Holt,Buy,45,UTEP Wind Symphony 1,2,VIP
Ray,Huynh,Buy,13,UTEP Football 13,5,Silver
Maria,Kelly,Buy,53,UTEP Wind Symphony 9,5,Gold
Quasimodo,Disney,Buy,1,UTEP Football 1,3,VIP
Luis,Solomon,Buy,12,UTEP Football 12,6,Bronze
Gina,Swanson,Buy,10,UTEP Football 10,4,Gold
Anthony,Brooks,Buy,65,Warped Tour Day 1,4,VIP
Kimberly,Garcia,Buy,47,UTEP Wind Symphony 3,6,General Admission
Amber,Long,Buy,1,UTEP Football 1,5,Gold
Tammy,Thomas,Buy,58,Bad Bunny Live,3,General Admission
Michelle,Maynard,Buy,12,UTEP Football 12,6,VIP
Kimberly,Martinez,Buy,55,UTEP Wind Symphony 11,3,Bronze
April,Lopez,Buy,64,Justin Timberlake Live,3,General Admission
James,Mitchell,Buy,48,UTEP Wind Symphony 4,6,Gold
Pamela,Carter,Buy,4,UTEP Football 4,4,General Admission
